1-19,1,1,19,9,1,10,8,0,1,1,1,1,1,0.28,0,28,2,7,7,8,8,8,9,6.5,8,2,7,6,8,9,8,8,7,7,2,4,21,Law,1,4,2,4,2,7,1,lawyer,,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,50,0,25,10,0,15,15,20,20,15,15,15,,,,,,,35,20,15,20,5,5,6,8,8,8,7
1-20,1,1,20,10,1,10,9,0,0,0,1,1,1,-0.36,0,24,2,6,6,6,6,6,6,6,6,2,5,6,6,8,10,8,6,6,2,4,21,Law,1,4,2,4,2,7,1,lawyer,,9,2,8,9,1,1,5,1,5,6,9,1,10,10,9,8,1,3,100,0,0,0,0,0,15,20,20,15,15,15,,,,,,,35,20,15,20,5,5,6,8,8,8,7
2-11,2,2,11,1,1,10,10,0,0,0,0,0,0,0.29,1,27,2,8,7,6,9,7,4,7,2,2,5,7,8,4,6,3,6,4,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,35,20,20,20,0,5,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-12,2,2,12,2,1,10,9,0,0,0,0,0,0,0.18,1,22,2,7,6,10,6,6,5,8,4,2,8,5,6,6,9,6,7,3,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,60,0,0,40,0,0,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-13,2,2,13,3,1,10,6,0,0,1,0,0,0,0.1,0,22,4,10,10,10,10,10,10,10,10,2,5,8,9,6,3,4,6,7,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,19,18,19,18,14,12,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-14,2,2,14,4,1,10,1,0,1,1,1,0,0,-0.21,1,23,2,9,9,9,9,9,9,9,7,2,7,9,7,6,5,7,7,8,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,30,5,15,40,5,5,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-15,2,2,15,5,1,10,3,0,0,1,0,0,0,0.32,0,24,3,10,10,10,10,7,8,10,1,1,6,8,7,9,7,8,8,6,1,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,30,10,20,10,10,20,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-16,2,2,16,6,1,10,2,0,0,1,0,0,0,0.73,1,25,2,7,8,7,5,7,7,7,5,2,8,7,8,3,6,2,6,5,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,50,0,30,10,0,10,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-17,2,2,17,7,1,10,7,0,0,0,1,0,0,0.6,1,30,2,5,3,4,3,5,3,4,3,2,7,5,9,6,7,9,8,7,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,35,15,25,10,5,10,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-18,2,2,18,8,1,10,8,0,0,1,0,0,0,0.07,1,27,2,7,7,7,7,7,5,7,6,2,5,8,7,5,9,5,5,6,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,33.33,11.11,11.11,11.11,11.11,22.22,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-19,2,2,19,9,1,10,4,0,1,1,1,0,0,0.11,1,28,2,8,6,9,9,8,7,8,8,2,7,6,8,9,4,5,5,6,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,50,0,25,10,0,15,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
2-20,2,2,20,10,1,10,5,0,0,0,1,0,0,0.39,1,24,2,6,5,7,7,9,7,6,9,2,6,7,8,7,9,8,8,7,2,3,24,law,1,2,2,5,1,5,1,law,,3,2,7,10,8,6,3,5,8,10,1,9,8,7,8,3,1,4,100,0,0,0,0,0,45,5,25,20,0,5,,,,,,,65,0,10,25,0,0,7,5,10,8,3
3-11,3,3,11,1,1,10,6,0,0,0,0,,,-0.24,1,27,2,7,8,6,5,8,4,5,2,1,7,9,10,7,8,9,8,7,1,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,35,20,20,20,0,5,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-12,3,3,12,2,1,10,5,0,0,0,0,,,-0.14,1,22,2,6,7,10,6,6,5,7,3,2,9,7,9,8,9,7,8,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,60,0,0,40,0,0,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-13,3,3,13,3,1,10,2,0,0,1,0,,,0.09,0,22,4,10,10,10,10,10,10,10,10,2,7,9,9,7,9,7,8,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,19,18,19,18,14,12,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-14,3,3,14,4,1,10,7,0,0,1,0,,,-0.04,1,23,2,7,9,8,8,8,8,7,7,2,9,7,9,7,9,7,8,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,30,5,15,40,5,5,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-15,3,3,15,5,1,10,9,0,0,1,0,,,-0.14,0,24,3,6,10,8,6,,,6,1,2,9,10,10,10,10,10,9,,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,30,10,20,10,10,20,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-16,3,3,16,6,1,10,8,0,0,1,0,,,-0.3,1,25,2,7,6,6,6,6,6,6,7,2,8,10,10,7,9,9,8,,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,50,0,30,10,0,10,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-17,3,3,17,7,1,10,3,0,0,0,0,,,-0.26,1,30,2,6,3,5,4,5,4,2,2,2,8,9,10,7,7,9,8,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,35,15,25,10,5,10,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-18,3,3,18,8,1,10,4,0,0,0,0,,,0.29,1,27,2,4,5,6,4,6,4,5,1,2,7,9,9,8,9,7,8,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,33.33,11.11,11.11,11.11,11.11,22.22,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-19,3,3,19,9,1,10,10,0,0,1,0,,,-0.15,1,28,2,7,7,6,8,7,7,7,7,2,9,9,9,9,9,9,9,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,50,0,25,10,0,15,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
3-20,3,3,20,10,1,10,1,0,0,0,0,,,-0.47,1,24,2,5,6,8,5,8,6,5,5,2,8,7,9,7,9,7,8,7,2,,25,Economics,2,2,8,4,6,3,1,Economist,,3,8,7,8,5,5,8,4,5,7,8,7,7,7,5,8,7,4,100,0,0,0,0,0,35,10,35,10,10,0,,,,,,,50,0,20,30,0,0,8,9,8,9,8
4-11,4,4,11,1,1,10,3,0,0,0,0,0,0,-0.18,1,27,2,6,7,8,7,7,5,6,3,2,4,10,8,5,8,7,6,7,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,35,20,20,20,0,5,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-12,4,4,12,2,1,10,2,0,0,0,0,0,0,-0.18,1,22,2,6,5,10,6,6,5,6,3,1,8,7,8,10,7,8,8,1,1,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,60,0,0,40,0,0,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-13,4,4,13,3,1,10,9,0,0,1,0,0,0,0.05,0,22,4,10,10,10,10,10,10,10,10,,4,7,8,8,6,7,4,1,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,19,18,19,18,14,12,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-14,4,4,14,4,1,10,4,0,1,1,1,0,0,-0.18,1,23,2,7,7,7,9,9,9,8,10,1,8,10,7,10,7,10,8,10,1,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,30,5,15,40,5,5,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-15,4,4,15,5,1,10,6,0,0,1,0,0,0,0.21,0,24,3,8,8,9,8,8,9,9,7,2,6,9,8,9,8,9,7,7,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,30,10,20,10,10,20,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-16,4,4,16,6,1,10,5,0,0,1,0,0,0,0.37,1,25,2,6,6,7,7,8,7,6,6,2,5,10,8,4,8,2,4,3,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,50,0,30,10,0,10,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-17,4,4,17,7,1,10,10,0,0,1,0,0,0,0.35,1,30,2,7,6,3,5,6,5,6,4,2,7,10,10,7,10,5,5,1,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,35,15,25,10,5,10,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-18,4,4,18,8,1,10,1,0,0,0,0,0,0,0.15,1,27,2,6,7,8,6,6,5,7,7,2,5,9,9,5,9,7,6,6,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,33.33,11.11,11.11,11.11,11.11,22.22,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-19,4,4,19,9,1,10,7,0,1,1,1,0,0,-0.47,1,28,2,7,7,7,10,9,10,8,8,2,9,8,10,10,7,8,8,8,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,50,0,25,10,0,15,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
4-20,4,4,20,10,1,10,8,0,0,0,1,0,0,-0.19,1,24,2,7,8,8,7,8,7,7,7,2,8,9,10,10,8,8,10,8,2,2,23,Law,1,2,1,1,1,5,1,lawyer/policy work,1,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,1,100,0,0,0,0,0,20,20,20,20,10,10,,,,,,,30,10,15,30,5,10,7,8,9,7,8
5-11,5,5,11,1,1,10,1,0,0,0,0,0,0,-0.43,1,27,2,6,8,8,8,7,6,6,5,2,5,8,8,2,2,2,7,5,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,35,20,20,20,0,5,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-12,5,5,12,2,1,10,10,0,0,0,0,0,0,0,1,22,2,6,7,10,7,6,5,7,4,1,8,6,6,5,5,5,6,4,1,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,60,0,0,40,0,0,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-13,5,5,13,3,1,10,7,0,0,1,0,0,0,-0.17,0,22,4,10,10,10,10,10,10,10,10,1,4,6,8,8,6,5,6,5,1,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,19,18,19,18,14,12,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-14,5,5,14,4,1,10,2,0,1,1,1,0,0,0.08,1,23,2,6,8,6,8,10,10,7,7,1,8,5,5,7,7,9,8,2,1,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,30,5,15,40,5,5,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-15,5,5,15,5,1,10,4,0,0,0,0,0,0,-0.16,0,24,3,5,9,9,7,9,5,5,7,2,6,7,7,5,4,8,7,4,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,30,10,20,10,10,20,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-16,5,5,16,6,1,10,3,0,0,0,1,0,0,0.06,1,25,2,5,8,7,7,7,7,6,7,2,5,6,7,5,7,8,7,3,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,50,0,30,10,0,10,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-17,5,5,17,7,1,10,8,0,0,0,1,0,0,-0.05,1,30,2,2,3,4,4,5,3,3,3,2,6,6,8,5,5,6,6,3,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,35,15,25,10,5,10,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-18,5,5,18,8,1,10,9,0,0,0,1,0,0,0.07,1,27,2,5,5,6,5,5,5,6,5,2,5,5,7,6,7,5,6,4,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,33.33,11.11,11.11,11.11,11.11,22.22,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-19,5,5,19,9,1,10,5,0,1,1,1,0,0,-0.13,1,28,2,5,9,9,9,9,6,7,7,2,7,5,7,8,7,9,9,4,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,50,0,25,10,0,15,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
5-20,5,5,20,10,1,10,6,0,0,0,1,0,0,-0.06,1,24,2,3,10,7,7,10,5,4,10,2,9,6,7,9,6,5,10,3,2,,21,Law,1,2,8,1,2,4,1,lawyer,1,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,7,100,0,0,0,0,0,20,5,25,25,10,15,,,,,,,50,10,10,20,5,5,6,3,6,10,8
6-11,6,6,11,1,1,10,5,0,0,0,1,,,0.33,0,27,2,7,9,8,9,8,4,7,4,2,6,9,7,6,7,6,6,6,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,35,20,20,20,0,5,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-12,6,6,12,2,1,10,4,0,0,0,1,,,0.37,0,22,2,6,8,10,6,7,6,7,4,2,6,9,9,6,8,2,7,6,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,60,0,0,40,0,0,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-13,6,6,13,3,1,10,1,0,0,1,0,,,-0.51,1,22,4,10,10,10,10,10,10,10,10,1,4,7,9,4,3,2,6,2,1,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,19,18,19,18,14,12,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-14,6,6,14,4,1,10,6,0,1,1,1,,,0.12,0,23,2,6,8,8,7,9,8,7,7,2,8,6,7,8,2,8,9,4,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,30,5,15,40,5,5,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-15,6,6,15,5,1,10,8,0,0,1,0,,,0.35,0,24,3,9,7,9,7,9,6,9,2,1,5,4,8,8,4,2,4,3,1,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,30,10,20,10,10,20,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-16,6,6,16,6,1,10,7,0,0,1,0,,,0.19,0,25,2,6,6,8,8,8,7,6,6,2,3,7,6,1,1,1,2,2,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,50,0,30,10,0,10,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-17,6,6,17,7,1,10,2,0,0,0,1,,,0.47,0,30,2,5,6,8,4,5,4,3,3,2,8,8,8,8,3,4,8,7,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,35,15,25,10,5,10,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-18,6,6,18,8,1,10,3,0,0,0,0,,,0.03,0,27,2,6,7,8,7,8,5,7,6,2,4,8,9,2,8,3,5,5,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,33.33,11.11,11.11,11.11,11.11,22.22,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-19,6,6,19,9,1,10,9,0,1,1,1,,,0.46,0,28,2,6,7,7,6,6,6,6,6,2,7,6,8,8,6,9,9,6,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,50,0,25,10,0,15,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
6-20,6,6,20,10,1,10,10,0,0,0,1,,,0.43,0,24,2,7,10,10,6,10,7,6,7,2,8,9,9,9,10,7,9,8,2,4,23,law,1,4,1,1,1,3,1,lawyer,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,4,100,0,0,0,0,0,10,25,20,25,5,15,,,,,,,25,10,10,25,10,20,5,7,8,9,5
7-11,7,7,11,1,1,10,2,0,0,0,0,,,0.19,0,27,2,7,8,8,8,7,7,7,4,2,4,8,8,5,7,4,7,4,2,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,35,20,20,20,0,5,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-12,7,7,12,2,1,10,1,0,0,1,0,,,0.21,0,22,2,7,9,10,6,6,5,8,4,1,6,6,8,4,9,4,7,3,1,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,60,0,0,40,0,0,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-13,7,7,13,3,1,10,8,0,0,1,0,,,0.52,1,22,4,10,10,10,10,10,10,10,10,,3,6,8,7,8,8,7,8,1,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,19,18,19,18,14,12,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-14,7,7,14,4,1,10,3,0,1,1,1,,,-0.46,0,23,2,8,8,9,8,9,9,8,7,1,7,8,8,7,7,6,8,6,1,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,30,5,15,40,5,5,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-15,7,7,15,5,1,10,5,0,0,1,0,,,-0.27,0,24,3,8,7,9,6,9,5,8,4,2,4,7,7,4,8,5,5,6,1,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,30,10,20,10,10,20,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-16,7,7,16,6,1,10,4,0,0,1,0,,,0.59,0,25,2,8,8,8,6,6,6,7,7,2,4,8,7,4,5,4,5,5,2,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,50,0,30,10,0,10,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-17,7,7,17,7,1,10,9,0,0,0,1,,,0.31,0,30,2,7,6,5,4,4,3,5,4,2,7,7,8,7,7,7,8,7,2,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,35,15,25,10,5,10,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
7-18,7,7,18,8,1,10,10,0,0,1,0,,,0.08,0,27,2,8,7,6,7,7,5,7,5,2,5,7,8,5,9,5,5,7,2,2,22,Law,1,4,2,4,1,5,1,Law,1,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,7,33.33,11.11,11.11,11.11,11.11,22.22,15,15,25,20,15,10,,,,,,,30,12,13,25,10,10,6,6,5,7,7
